"invoice_id","stock_code","description","quantity","invoice_date","unit_price","customer_id","country"
"553670","21231","SWEETHEART CERAMIC TRINKET BOX",24,"2011-05-18 12:28:00",1.25,14407,"United Kingdom"
"539958","22723","SET OF 6 HERB TINS SKETCHBOOK",1,"2010-12-23 13:26:00",8.47,\N,"United Kingdom"
"517958","22173","METAL 4 HOOK HANGER FRENCH CHATEAU",2,"2010-08-03 12:13:00",2.95,13679,"United Kingdom"
"560444","22646","CERAMIC STRAWBERRY CAKE MONEY BANK",4,"2011-07-18 17:15:00",1.45,13764,"United Kingdom"
"525840","22952","72 CAKE CASES VINTAGE CHRISTMAS",24,"2010-10-07 12:39:00",0.55,12903,"United Kingdom"
"550186","22697","GREEN REGENCY TEACUP AND SAUCER",12,"2011-04-14 18:28:00",2.95,14051,"United Kingdom"
"578942","22866","HAND WARMER SCOTTY DOG DESIGN",1,"2011-11-27 13:29:00",2.1,17288,"United Kingdom"
"498527","16015","MEDIUM CHINESE STYLE SCISSOR",1,"2010-02-19 13:53:00",0.5,17816,"United Kingdom"
"523332","22304","COFFEE MUG BLUE PAISLEY DESIGN",36,"2010-09-21 14:48:00",2.1,16705,"United Kingdom"
"510483","21440","12 MINI TOADSTOOL PEGS",2,"2010-06-01 11:27:00",1.25,16960,"United Kingdom"
"548178","20829","GLITTER HANGING BUTTERFLY STRING",8,"2011-03-29 14:35:00",2.1,14367,"United Kingdom"
"561020","84970L","SINGLE HEART ZINC T-LIGHT HOLDER",8,"2011-07-22 17:21:00",0.95,13563,"United Kingdom"
"521584","21430","SET/3 RED GINGHAM ROSE STORAGE BOX",4,"2010-09-07 12:34:00",3.75,16556,"United Kingdom"
"501161","47559B","TEA TIME OVEN GLOVE",1,"2010-03-15 09:28:00",2.51,\N,"United Kingdom"
"536761","21217","RED RETROSPOT ROUND CAKE TINS",1,"2010-12-02 14:30:00",9.95,13491,"United Kingdom"
"564729","21990","MODERN FLORAL STATIONERY SET",2,"2011-08-28 12:44:00",1.25,13137,"United Kingdom"
"520500","22351","DOTCOMGIFTSHOP TEA TOWEL",2,"2010-08-26 12:35:00",3.36,\N,"United Kingdom"
"495077","85119","WATERING CAN SINGLE HOOK PISTACHIO",8,"2010-01-21 09:30:00",1.69,16634,"United Kingdom"
"554798","23172","REGENCY TEA PLATE PINK",48,"2011-05-26 12:52:00",1.45,15189,"United Kingdom"
"528577","21931","JUMBO STORAGE BAG SUKI",2,"2010-10-22 13:13:00",5.06,\N,"United Kingdom"
"537224","22833","HALL CABINET WITH 3 DRAWERS",1,"2010-12-05 16:24:00",49.95,13174,"United Kingdom"
"580729","22158","3 HEARTS HANGING DECORATION RUSTIC",2,"2011-12-05 17:24:00",5.79,\N,"United Kingdom"
"503976","21283","NATURAL BARK CANDLE SMALL",2,"2010-04-08 19:13:00",3.25,17602,"United Kingdom"
"559421","20677","PINK POLKADOT BOWL",8,"2011-07-08 11:55:00",1.25,12648,"Germany"
"521664","21465","PINK FLOWER CROCHET FOOD COVER",2,"2010-09-07 14:54:00",3.75,17611,"United Kingdom"
"517871","22427","ENAMEL FLOWER JUG CREAM",2,"2010-08-02 15:25:00",5.95,16814,"United Kingdom"
"580502","23217","LAUREL HEART ANTIQUE SILVER",3,"2011-12-04 13:15:00",1.25,16931,"United Kingdom"
"508861","22453","MEASURING TAPE RUSSIAN DOLL BLUE",2,"2010-05-18 15:37:00",2.95,15984,"United Kingdom"
"500883","21700","BIG DOUGHNUT FRIDGE MAGNETS",12,"2010-03-10 14:52:00",0.85,12471,"Germany"
"581420","84032B","CHARLIE + LOLA RED HOT WATER BOTTLE",6,"2011-12-08 15:09:00",2.95,16358,"United Kingdom"
"546950","22963","JAM JAR WITH GREEN LID",4,"2011-03-18 11:24:00",0.85,16511,"United Kingdom"
"576300","47369B","BLUE GREEN EMBROIDERY COSMETIC BAG",1,"2011-11-14 14:39:00",2.95,15058,"United Kingdom"
"536001","22955","36 FOIL STAR CAKE CASES ",10,"2010-11-29 14:21:00",2.1,17814,"United Kingdom"
"492813","79190B","RETRO PLASTIC POLKA TRAY",15,"2009-12-20 13:14:00",0.42,17920,"United Kingdom"
"580884","22766","PHOTO FRAME CORNICE",1,"2011-12-06 12:21:00",2.95,15907,"United Kingdom"
"576618","23205","CHARLOTTE BAG VINTAGE ALPHABET ",1,"2011-11-15 17:00:00",1.63,\N,"United Kingdom"
"499481","85206A","CREAM FELT EASTER EGG BASKET",24,"2010-02-28 13:07:00",1.65,16843,"United Kingdom"
"551822","21231","SWEETHEART CERAMIC TRINKET BOX",8,"2011-05-04 12:26:00",1.25,13524,"United Kingdom"
"520717","22699","ROSES REGENCY TEACUP AND SAUCER ",24,"2010-08-29 14:13:00",2.55,13093,"United Kingdom"
"532350","85152","HAND OVER THE CHOCOLATE   SIGN ",1,"2010-11-11 16:27:00",2.1,15998,"United Kingdom"
"570275","23208","LUNCH BAG VINTAGE LEAF DESIGN",20,"2011-10-10 10:57:00",1.65,13098,"United Kingdom"
"531947","84997B","RED 3 PIECE RETROSPOT CUTLERY SET",2,"2010-11-10 12:16:00",3.75,14390,"United Kingdom"
"497954","22145","CHRISTMAS CRAFT HEART STOCKING ",1,"2010-02-15 12:50:00",2.1,16225,"United Kingdom"
"577778","22580","ADVENT CALENDAR GINGHAM SACK",1,"2011-11-21 16:10:00",5.95,16549,"United Kingdom"
"552229","22183","CAKE STAND VICTORIAN FILIGREE MED",3,"2011-05-06 15:40:00",5.79,\N,"United Kingdom"
"526204","22491","PACK OF 12 COLOURED PENCILS",12,"2010-10-10 13:23:00",0.85,14040,"United Kingdom"
"580992","20727","LUNCH BAG  BLACK SKULL.",10,"2011-12-06 17:04:00",1.65,14282,"United Kingdom"
"560650","20713","JUMBO BAG OWLS",1,"2011-07-20 11:38:00",2.08,15529,"United Kingdom"
"494379","75049L","LARGE CIRCULAR MIRROR MOBILE",1,"2010-01-13 17:08:00",2.51,\N,"United Kingdom"
"499476","21542","WOODLAND WATER TRANSFER TATTOOS ",1,"2010-02-28 12:45:00",0.85,17969,"United Kingdom"
"531441","84836","ZINC METAL HEART DECORATION",12,"2010-11-08 12:30:00",1.25,14927,"United Kingdom"
"C504693","M","Manual",-1,"2010-04-15 16:35:00",94.8,15354,"United Kingdom"
"506146","82616B","FRAPPUCINO SCARF KNITTING KIT",1,"2010-04-27 16:45:00",2.51,\N,"United Kingdom"
"575661","20718","RED RETROSPOT SHOPPER BAG",20,"2011-11-10 14:39:00",1.25,12617,"France"
"563550","22726","ALARM CLOCK BAKELIKE GREEN",4,"2011-08-17 12:50:00",3.75,14194,"United Kingdom"
"561247","23296","SET OF 6 TEA TIME BAKING CASES",12,"2011-07-26 11:38:00",1.25,16592,"United Kingdom"
"536262","22914","BLUE COAT RACK PARIS FASHION",1,"2010-11-30 15:33:00",4.95,14085,"United Kingdom"
"561933","82482","WOODEN PICTURE FRAME WHITE FINISH",6,"2011-08-01 12:56:00",2.55,12949,"United Kingdom"
"557328","23240","SET OF 4 KNICK KNACK TINS DOILEY ",1,"2011-06-20 09:53:00",4.15,14646,"Netherlands"
"501564","84949","SILVER HANGING T-LIGHT HOLDER",2,"2010-03-17 17:27:00",1.65,12748,"United Kingdom"
"580727","84832","ZINC WILLIE WINKIE  CANDLE STICK",3,"2011-12-05 17:17:00",1.63,14096,"United Kingdom"
"498779","21165","BEWARE OF THE CAT METAL SIGN ",12,"2010-02-23 10:49:00",1.69,14134,"United Kingdom"
"504508","22318","FIVE HEART HANGING DECORATION",6,"2010-04-14 11:20:00",2.95,15265,"United Kingdom"
"495508","20727","LUNCH BAG  BLACK SKULL.",10,"2010-01-25 13:46:00",1.65,13141,"United Kingdom"
"541110","21340","CLASSIC METAL BIRDCAGE PLANT HOLDER",2,"2011-01-13 15:11:00",12.75,15916,"United Kingdom"
"512909","22569","FELTCRAFT CUSHION BUTTERFLY",1,"2010-06-18 14:47:00",3.75,16883,"United Kingdom"
"581166","23237","SET OF 4 KNICK KNACK TINS LEAF",1,"2011-12-07 14:43:00",4.15,15525,"United Kingdom"
"517316","82482","WOODEN PICTURE FRAME WHITE FINISH",2,"2010-07-28 11:40:00",2.55,17377,"United Kingdom"
"521664","22470","HEART OF WICKER LARGE",4,"2010-09-07 14:54:00",2.95,17611,"United Kingdom"
"531206","20681","PINK POLKADOT CHILDRENS UMBRELLA",1,"2010-11-05 15:52:00",3.25,18018,"United Kingdom"
"578016","23240","SET OF 4 KNICK KNACK TINS DOILY ",2,"2011-11-22 13:02:00",4.15,14506,"United Kingdom"
"556129","22748","POPPY'S PLAYHOUSE KITCHEN",6,"2011-06-09 10:46:00",2.1,14060,"United Kingdom"
"499884","21754","HOME BUILDING BLOCK WORD",18,"2010-03-03 11:08:00",5.45,14440,"United Kingdom"
"501154","21034","REX CASH+CARRY JUMBO SHOPPER",1,"2010-03-14 15:17:00",0.95,17849,"United Kingdom"
"572553","21892","TRADITIONAL WOODEN CATCH CUP GAME ",2,"2011-10-24 17:09:00",2.46,\N,"United Kingdom"
"544599","22378","WALL TIDY RETROSPOT ",1,"2011-02-21 18:15:00",4.13,\N,"United Kingdom"
"560035","82613A","METAL SIGN,CUPCAKE SINGLE HOOK",25,"2011-07-14 13:41:00",1.25,17706,"United Kingdom"
"534681","21673","WHITE SPOT BLUE CERAMIC DRAWER KNOB",6,"2010-11-23 14:50:00",1.25,13451,"United Kingdom"
"534441","22386","JUMBO BAG PINK POLKADOT",10,"2010-11-22 15:19:00",1.95,13643,"United Kingdom"
"533517","22759","SET OF 3 NOTEBOOKS IN PARCEL",1,"2010-11-17 14:53:00",1.65,\N,"United Kingdom"
"575330","21803","CHRISTMAS TREE STAR DECORATION",36,"2011-11-09 13:50:00",0.42,15152,"United Kingdom"
"535342","21790","VINTAGE SNAP CARDS",12,"2010-11-25 16:32:00",0.85,14627,"United Kingdom"
"542936","22418","10 COLOUR SPACEBOY PEN",15,"2011-02-02 11:10:00",0.85,\N,"United Kingdom"
"564755","23207","LUNCH BAG ALPHABET DESIGN",1,"2011-08-30 10:31:00",4.13,\N,"United Kingdom"
"580884","23344","JUMBO BAG 50'S CHRISTMAS ",1,"2011-12-06 12:21:00",2.08,15907,"United Kingdom"
"C546730","22720","SET OF 3 CAKE TINS PANTRY DESIGN ",-1,"2011-03-16 11:39:00",4.95,18183,"United Kingdom"
"536592","22396","MAGNETS PACK OF 4 RETRO PHOTO",1,"2010-12-01 17:06:00",2.51,\N,"United Kingdom"
"556433","22112","CHOCOLATE HOT WATER BOTTLE",1,"2011-06-10 14:01:00",12.46,\N,"United Kingdom"
"581019","84926D","LA PALMIERA TILE COASTER",24,"2011-12-07 10:11:00",0.29,14794,"United Kingdom"
"504234","22605","WOODEN CROQUET GARDEN SET",24,"2010-04-12 13:11:00",8.62,18102,"United Kingdom"
"548974","84978","HANGING HEART JAR T-LIGHT HOLDER",24,"2011-04-05 11:47:00",1.25,15194,"United Kingdom"
"531506","22467","GUMBALL COAT RACK",12,"2010-11-08 15:34:00",2.55,12472,"Germany"
"507443","84620",\N,40,"2010-05-10 09:35:00",0,\N,"United Kingdom"
"568908","22558","CLOTHES PEGS RETROSPOT PACK 24 ",12,"2011-09-29 13:38:00",1.65,16653,"United Kingdom"
"537219","22910","PAPER CHAIN KIT VINTAGE CHRISTMAS",1,"2010-12-05 15:47:00",2.95,14081,"United Kingdom"
"549118","22260","FELT EGG COSY BLUE RABBIT ",12,"2011-04-06 13:18:00",0.85,14911,"EIRE"
"534511","22671","FRENCH LAUNDRY SIGN BLUE METAL",12,"2010-11-23 11:47:00",1.65,17071,"United Kingdom"
"539215","21578","WOODLAND DESIGN  COTTON TOTE BAG",1,"2010-12-16 12:42:00",2.25,15574,"United Kingdom"
"532955","20685","DOORMAT RED RETROSPOT",10,"2010-11-15 12:19:00",6.75,17139,"United Kingdom"
"513099","84796A","PINK HAWAIIAN PICNIC HAMPER FOR 2",3,"2010-06-21 15:13:00",8.47,\N,"United Kingdom"
"556685","22791","T-LIGHT GLASS FLUTED ANTIQUE",12,"2011-06-14 10:00:00",1.25,14503,"United Kingdom"
"529157","21614","SET OF 12 ROSE BOTANICAL T-LIGHTS",1,"2010-10-26 16:49:00",2.95,13969,"United Kingdom"
"506576","20619","TROPICAL PASSPORT COVER ",1,"2010-04-30 13:41:00",4.21,\N,"United Kingdom"
"526868","21894","POTTING SHED SEED ENVELOPES",1,"2010-10-13 13:32:00",1.25,15016,"United Kingdom"
"569767","21156","RETROSPOT CHILDRENS APRON",8,"2011-10-06 11:24:00",1.95,14849,"United Kingdom"
"501146","85206A","CREAM FELT EASTER EGG BASKET",4,"2010-03-14 13:08:00",1.65,13634,"United Kingdom"
"512551","21929","JUMBO BAG PINK VINTAGE PAISLEY",1,"2010-06-16 13:47:00",1.95,13586,"United Kingdom"
"499972","21155","RED SPOTTY PEG BAG",2,"2010-03-03 14:31:00",2.1,13680,"United Kingdom"
"567880","22720","SET OF 3 CAKE TINS PANTRY DESIGN ",3,"2011-09-22 14:56:00",4.95,15398,"United Kingdom"
"520043","37448","CERAMIC CAKE DESIGN SPOTTED MUG",1,"2010-08-23 14:24:00",1.49,14606,"United Kingdom"
"515439","71459","HANGING JAM JAR T-LIGHT HOLDER",36,"2010-07-12 14:52:00",1.69,\N,"United Kingdom"
"508699","22193",\N,1,"2010-05-17 17:04:00",0,\N,"United Kingdom"
"499858","79342B","BROWN FLOWER LIGHTS",1,"2010-03-02 17:04:00",13.57,\N,"United Kingdom"
"556112","22916","HERB MARKER THYME",12,"2011-06-09 09:28:00",0.65,13265,"United Kingdom"
"540161","17003","BROCADE RING PURSE ",108,"2011-01-05 11:52:00",0.21,16719,"United Kingdom"
"572540","23256","CHILDRENS CUTLERY SPACEBOY ",2,"2011-10-24 16:17:00",8.29,\N,"United Kingdom"
"520213","21259","VICTORIAN SEWING BOX SMALL ",2,"2010-08-24 17:31:00",5.95,17602,"United Kingdom"
"540821","22661","CHARLOTTE BAG DOLLY GIRL DESIGN",2,"2011-01-11 13:16:00",1.66,\N,"United Kingdom"
"517977","21518","BANK ACCOUNT  GREETING  CARD ",12,"2010-08-03 14:23:00",0.42,16938,"United Kingdom"
"575138","22684","FRENCH BLUE METAL DOOR SIGN 9",2,"2011-11-08 15:24:00",2.46,\N,"United Kingdom"
"565232","22411","JUMBO SHOPPER VINTAGE RED PAISLEY",1,"2011-09-02 09:30:00",4.13,\N,"United Kingdom"
"497264","21080","SET/20 RED SPOTTY PAPER NAPKINS ",3,"2010-02-08 13:24:00",0.85,15967,"United Kingdom"
"554546","20726","LUNCH BAG WOODLAND",1,"2011-05-25 09:37:00",1.65,\N,"United Kingdom"
"505083","21731","RED TOADSTOOL LED NIGHT LIGHT",12,"2010-04-20 09:56:00",1.65,12623,"Germany"
"509460","21715","GIRLS VINTAGE TIN SEASIDE BUCKET",8,"2010-05-24 10:44:00",2.55,12759,"Netherlands"
"542786","22930","BAKING MOULD HEART MILK CHOCOLATE",6,"2011-02-01 10:15:00",2.55,17314,"United Kingdom"
"530311","22586","FELTCRAFT HAIRBAND PINK AND BLUE",2,"2010-11-02 13:27:00",0.85,16374,"United Kingdom"
"542578","22047","EMPIRE GIFT WRAP",25,"2011-01-28 14:57:00",0.42,13709,"United Kingdom"
"559506","23050","RECYCLED ACAPULCO MAT GREEN",1,"2011-07-08 15:17:00",16.63,\N,"United Kingdom"
"495347","21035","SET/2 RED SPOTTY TEA TOWELS ",8,"2010-01-24 10:40:00",2.95,17920,"United Kingdom"
"581405","21819","GLITTER CHRISTMAS STAR ",4,"2011-12-08 13:50:00",0.39,13521,"United Kingdom"
"552724","22714","CARD BIRTHDAY COWBOY",12,"2011-05-11 10:29:00",0.42,13418,"United Kingdom"
"556442","22502","PICNIC BASKET WICKER SMALL",60,"2011-06-10 15:22:00",4.95,15098,"United Kingdom"
"545054","85200","BUNNY EGG BOX",6,"2011-02-27 12:41:00",1.25,14472,"United Kingdom"
"572775","23393","HOME SWEET HOME CUSHION COVER ",4,"2011-10-26 10:43:00",3.75,13126,"United Kingdom"
"570388","22961","JAM MAKING SET PRINTED",12,"2011-10-10 12:37:00",1.45,14911,"EIRE"
"574695","23322","LARGE WHITE HEART OF WICKER",2,"2011-11-06 13:37:00",2.95,17114,"United Kingdom"
"544598","82552","WASHROOM METAL SIGN",1,"2011-02-21 18:10:00",2.46,\N,"United Kingdom"
"574052","21932","SCANDINAVIAN PAISLEY PICNIC BAG",1,"2011-11-02 13:50:00",1.65,16706,"United Kingdom"
"578270","21086","SET/6 RED SPOTTY PAPER CUPS",2,"2011-11-23 13:39:00",1.63,14096,"United Kingdom"
"554714","84509a","SET OF 4 ENGLISH ROSE PLACEMATS",1,"2011-05-26 10:44:00",7.46,\N,"United Kingdom"
"553752","62043B","BLUE CHECK BAG W HANDLE 34X20CM",2,"2011-05-19 10:20:00",0.83,14896,"United Kingdom"
"515423","22138","BAKING SET 9 PIECE RETROSPOT ",3,"2010-07-12 13:26:00",4.95,17143,"United Kingdom"
"520214","21169","YOU'RE CONFUSING ME METAL SIGN ",12,"2010-08-25 07:46:00",1.69,14895,"United Kingdom"
"528354","22945","CHRISTMAS METAL TAGS ASSORTED ",12,"2010-10-21 14:47:00",0.85,16310,"United Kingdom"
"529068","22697","GREEN REGENCY TEACUP AND SAUCER",1,"2010-10-26 12:14:00",5.91,\N,"United Kingdom"
"573123","21055","TOOL BOX SOFT TOY ",1,"2011-10-27 16:23:00",8.95,13654,"United Kingdom"
"556108","85132B","CHARLIE AND LOLA TABLE TINS",1,"2011-06-08 17:59:00",5.79,\N,"United Kingdom"
"490008","21648","ASSORTED TUTTI FRUTTI SMALL PURSE",2,"2009-12-03 12:10:00",1.25,15768,"United Kingdom"
"534670","22413","METAL SIGN TAKE IT OR LEAVE IT ",1,"2010-11-23 14:06:00",2.95,12577,"France"
"554949","22326","ROUND SNACK BOXES SET OF4 WOODLAND ",12,"2011-05-27 14:44:00",2.95,14092,"United Kingdom"
"531513","22386","JUMBO BAG PINK POLKADOT",3,"2010-11-08 16:31:00",1.95,18098,"United Kingdom"
"522817","82494L","WOODEN FRAME ANTIQUE WHITE ",4,"2010-09-16 19:43:00",2.95,13208,"United Kingdom"
"581113","84380","SET OF 3 BUTTERFLY COOKIE CUTTERS",1,"2011-12-07 12:19:00",1.45,14534,"United Kingdom"
"508643","22138","BAKING SET 9 PIECE RETROSPOT ",1,"2010-05-17 15:30:00",11.02,\N,"United Kingdom"
"572399","21802","CHRISTMAS TREE HEART DECORATION",36,"2011-10-24 11:56:00",0.42,15628,"United Kingdom"
"542284","22716","CARD CIRCUS PARADE",12,"2011-01-27 10:56:00",0.42,17311,"United Kingdom"
"537633","22733","3D TRADITIONAL CHRISTMAS STICKERS",1,"2010-12-07 15:14:00",1.25,\N,"United Kingdom"
"524864","22702","BLACK AND WHITE CAT BOWL",6,"2010-10-01 09:02:00",2.1,14564,"Channel Islands"
"560841","23163","REGENCY SUGAR TONGS",16,"2011-07-21 12:25:00",2.08,14298,"United Kingdom"
"501129","22262","FELT EGG COSY CHICKEN",1,"2010-03-12 16:18:00",0.85,17754,"United Kingdom"
"495886","21481","FAWN BLUE HOT WATER BOTTLE",1,"2010-01-27 12:11:00",2.95,14577,"United Kingdom"
"531250","22748","POPPY'S PLAYHOUSE KITCHEN",12,"2010-11-07 11:01:00",2.1,16787,"United Kingdom"
"511810","22523","CHILDS GARDEN FORK PINK",3,"2010-06-10 15:32:00",0.85,15311,"United Kingdom"
"514808","POST","POSTAGE",2,"2010-07-06 11:39:00",18,12403,"Denmark"
"505551","22361","GLASS JAR DAISY FRESH COTTON WOOL",6,"2010-04-23 09:00:00",2.95,16497,"United Kingdom"
"546092","22969","HOMEMADE JAM SCENTED CANDLES",12,"2011-03-09 11:54:00",1.45,17138,"United Kingdom"
"492078","20966","SANDWICH BATH SPONGE",1,"2009-12-15 13:48:00",1.25,14966,"United Kingdom"
"489663","35605A","damages",-117,"2009-12-01 18:02:00",0,\N,"United Kingdom"
"514559","71053","WHITE METAL LANTERN",6,"2010-07-05 11:39:00",3.39,17850,"United Kingdom"
"548714","22859","EASTER TIN BUNNY BOUQUET",1,"2011-04-03 15:07:00",1.65,17337,"United Kingdom"
"523766","22575","METAL MERRY CHRISTMAS WREATH",8,"2010-09-24 10:29:00",1.95,14875,"United Kingdom"
"533549","22316","200 BENDY SKULL STRAWS",1,"2010-11-17 16:59:00",1.25,14606,"United Kingdom"
"523003","21810","CHRISTMAS HANGING STAR WITH BELL",12,"2010-09-19 16:14:00",1.25,16264,"United Kingdom"
"570479","20726","LUNCH BAG WOODLAND",3,"2011-10-10 16:58:00",1.65,17589,"United Kingdom"
"530383","10002","INFLATABLE POLITICAL GLOBE ",24,"2010-11-02 17:02:00",0.85,12412,"Denmark"
"500891","84270","ASSTD DESIGN BUBBLE GUM RING",1,"2010-03-10 16:24:00",0.43,\N,"United Kingdom"
"494345","22180","RETRO SPOT LAMP",1,"2010-01-13 13:55:00",9.95,15755,"United Kingdom"
"546498","22781","GUMBALL MAGAZINE RACK",1,"2011-03-14 11:44:00",7.65,15493,"United Kingdom"
"498547","22146","EASTER CRAFT IVY WREATH WITH CHICK",1,"2010-02-19 17:16:00",1.95,18283,"United Kingdom"
"540977","21025","SPACE FROG",5,"2011-01-12 15:01:00",0.85,\N,"United Kingdom"
"535488","47591D","PINK FAIRY CAKE CHILDRENS APRON",8,"2010-11-26 14:51:00",1.95,12976,"United Kingdom"
"544089","22963","JAM JAR WITH GREEN LID",1,"2011-02-15 17:51:00",1.63,\N,"United Kingdom"
"571061","72349b","SET/6 PURPLE BUTTERFLY T-LIGHTS",2,"2011-10-13 14:33:00",4.13,\N,"United Kingdom"
"520857","22694","WICKER STAR ",2,"2010-08-31 13:41:00",2.1,17126,"United Kingdom"
"537433","84879","ASSORTED COLOUR BIRD ORNAMENT",8,"2010-12-06 16:36:00",1.69,12913,"United Kingdom"
"520685","21165","BEWARE OF THE CAT METAL SIGN ",1,"2010-08-27 15:49:00",4.21,\N,"United Kingdom"
"547658","22505","MEMO BOARD COTTAGE DESIGN",1,"2011-03-24 13:04:00",4.95,13736,"United Kingdom"
"532801","22596","CHRISTMAS STAR WISH LIST CHALKBOARD",1,"2010-11-14 14:54:00",0.85,17802,"United Kingdom"
"515333","21535","RED RETROSPOT SMALL MILK JUG",1,"2010-07-11 14:07:00",2.55,14516,"United Kingdom"
"534869","22061","LARGE CAKE STAND  HANGING STRAWBERY",2,"2010-11-24 14:29:00",9.95,13952,"United Kingdom"
"554080","23044","PAPER LANTERN 9 POINT HOLLY STAR S",1,"2011-05-22 11:42:00",4.15,16931,"United Kingdom"
"514516","22305","COFFEE MUG PINK PAISLEY DESIGN",6,"2010-07-04 14:27:00",2.55,17406,"United Kingdom"
"491155","21561","DINOSAUR LUNCHBOX WITH CUTLERY",1,"2009-12-10 09:49:00",5.17,\N,"United Kingdom"
"530514","22661","CHARLOTTE BAG DOLLY GIRL DESIGN",100,"2010-11-03 12:23:00",0.72,14646,"Netherlands"
"495804","72807A","SET/3 ROSE CANDLE IN JEWELLED BOX",1,"2010-01-26 17:48:00",8.47,\N,"United Kingdom"
"562553","21915","RED  HARMONICA IN BOX ",1,"2011-08-05 16:34:00",2.46,\N,"United Kingdom"
"521467","22168","ORGANISER WOOD ANTIQUE WHITE ",2,"2010-09-06 11:49:00",8.5,13842,"United Kingdom"
"525801","21558","SKULL LUNCH BOX WITH CUTLERY ",1,"2010-10-07 11:33:00",2.55,17249,"United Kingdom"
"538071","21481","FAWN BLUE HOT WATER BOTTLE",2,"2010-12-09 14:09:00",5.91,\N,"United Kingdom"
"535902","21912","VINTAGE SNAKES & LADDERS",36,"2010-11-29 11:24:00",3.39,17389,"United Kingdom"
"530014","22636","CHILDS BREAKFAST SET CIRCUS PARADE",1,"2010-11-01 10:37:00",8.5,17238,"United Kingdom"
"532826","90200D","PINK SWEETHEART BRACELET",1,"2010-11-15 09:32:00",4.24,\N,"United Kingdom"
"525456","22419","LIPSTICK PEN RED",12,"2010-10-05 14:29:00",0.42,17758,"United Kingdom"
"534459","22189","CREAM HEART CARD HOLDER",1,"2010-11-23 09:12:00",8.47,\N,"United Kingdom"
"568876","22961","JAM MAKING SET PRINTED",12,"2011-09-29 12:24:00",1.45,13881,"United Kingdom"
"554932","22526","WHEELBARROW FOR CHILDREN ",6,"2011-05-27 13:24:00",12.75,12999,"United Kingdom"
"557799","22961","JAM MAKING SET PRINTED",12,"2011-06-23 09:53:00",1.45,14854,"United Kingdom"
"542420","21975","PACK OF 60 DINOSAUR CAKE CASES",4,"2011-01-27 18:05:00",0.55,17180,"United Kingdom"
"529166","84836","ZINC METAL HEART DECORATION",216,"2010-10-26 17:36:00",1.06,16191,"United Kingdom"
"562132","21509","COWBOYS AND INDIANS BIRTHDAY CARD ",24,"2011-08-03 09:40:00",0.42,13384,"United Kingdom"
"505891","22372","AIRLINE BAG VINTAGE WORLD CHAMPION ",2,"2010-04-26 14:30:00",6.35,13781,"United Kingdom"
"570858","22629","SPACEBOY LUNCH BOX ",1,"2011-10-12 15:15:00",1.95,\N,"United Kingdom"
"529994","21896","POTTING SHED TWINE",2,"2010-10-31 16:26:00",2.1,16984,"United Kingdom"
"496247","72351B","SET/6 PINK  BUTTERFLY T-LIGHTS",1,"2010-01-29 16:11:00",4.21,\N,"United Kingdom"
"524842","22411","JUMBO SHOPPER VINTAGE RED PAISLEY",10,"2010-09-30 18:02:00",1.95,12951,"United Kingdom"
"509472","84509F","SET OF 4 NEW ENGLAND PLACEMATS",2664,"2010-05-24 11:11:00",0.75,18052,"United Kingdom"
"573130","35970","ZINC FOLKART SLEIGH BELLS",12,"2011-10-27 16:41:00",1.69,13969,"United Kingdom"
"496500","22318","FIVE HEART HANGING DECORATION",6,"2010-02-02 08:57:00",2.95,16830,"United Kingdom"
"559497","DOT","DOTCOM POSTAGE",1,"2011-07-08 13:54:00",142.29,\N,"United Kingdom"
"C515570","22408","MONEY BOX CONFECTIONERY DESIGN",-36,"2010-07-13 12:34:00",1.06,17931,"United Kingdom"
"520417","22196","SMALL HEART MEASURING SPOONS",1,"2010-08-26 09:42:00",1.66,\N,"United Kingdom"
"C543768","37500","TEA TIME TEAPOT IN GIFT BOX",-1,"2011-02-11 15:20:00",9.95,14497,"United Kingdom"
"C572761","22845","VINTAGE CREAM CAT FOOD CONTAINER",-1,"2011-10-26 09:38:00",6.35,12584,"Italy"
"501662","84837","WHITE SWEETHEARTS CABINET 4 DRAWERS",1,"2010-03-18 14:04:00",12.75,16497,"United Kingdom"
"568896","22429","ENAMEL MEASURING JUG CREAM",2,"2011-09-29 13:13:00",4.25,16361,"United Kingdom"
"535465","22632","HAND WARMER RED RETROSPOT",1,"2010-11-26 13:22:00",2.1,16254,"United Kingdom"
"535100","21756","BATH BUILDING BLOCK WORD",3,"2010-11-25 10:51:00",5.95,14540,"United Kingdom"
"550213","84872a","TEATIME FUNKY FLOWER BACKPACK FOR 2",1,"2011-04-15 10:42:00",10.79,\N,"United Kingdom"
"508064","85065","CREAM SWEETHEART TRAYS",6,"2010-05-12 13:55:00",12.75,16993,"United Kingdom"
"502063","22285","DECORATION HEN ON NEST, HANGING",12,"2010-03-22 15:08:00",1.65,14355,"United Kingdom"
"529279","22791","T-LIGHT GLASS FLUTED ANTIQUE",12,"2010-10-27 11:53:00",1.25,14105,"United Kingdom"
"493375","21692","SILVER LATTICE VANILLA CANDLE POT",2,"2009-12-23 12:07:00",3.75,15514,"United Kingdom"
"518406","84970S","HANGING HEART ZINC T-LIGHT HOLDER",24,"2010-08-08 14:26:00",0.85,17802,"United Kingdom"
"543474","85123A","WHITE HANGING HEART T-LIGHT HOLDER",5,"2011-02-08 15:09:00",2.95,14415,"United Kingdom"
